fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.13787730374135362,0.8631998353342256,-1.110962031235489,-0.46472829078007033,-0.4237231906446049,-0.4535616924849845,-0.5790903662498361,0.7885409659826403,1.1264414065185244,-0.563820827612833,-0.5619247539964107
0.24077081399609074,1.9568945004554792,-1.110962031235489,-0.07093221280327384,-0.10466971673661356,0.8681293933083638,0.4041973026173355,-0.05501448599882153,-0.9355681514987029,-0.04249905735775078,0.025542034272562582
0.24077081399609074,1.227764723707977,-0.858906527231383,-0.2397019605076153,-0.19168430052970217,-0.07593566797259925,0.01684155427572241,0.1136966043974521,-0.5364695273663384,-0.17282949992152144,0.025542034272562582
3.4592798147643715,-1.6887543832820318,2.417815024821996,-0.46472829078007033,-0.4382256212767863,0.11287734428359338,0.19562113043338997,0.957252056378914,-1.2016339009202812,-0.476933865903653,0.025542034272562582
-0.13787730374135362,0.8631998353342256,-1.110962031235489,-0.46472829078007033,-0.4237231906446049,-0.4535616924849845,-0.5790903662498361,0.7885409659826403,1.1264414065185244,-0.563820827612833,-0.5619247539964107
-0.13787730374135362,0.620156576418392,-1.110962031235489,-0.520984873348184,-0.4382256212767863,-0.2647486802287919,-0.4003107900921686,0.7885409659826403,1.1264414065185244,-0.563820827612833,-0.5619247539964107
0.3354328434304525,0.2555916880446405,-0.7328787752293301,-0.6334980384844116,-0.5252402050698748,-0.07593566797259925,0.16582453440711206,-0.39243666679146244,-0.27040377794476006,-0.998255636158735,-0.5619247539964107
-0.23253933317571535,0.5593957616894334,-1.110962031235489,-0.8585243687568667,-0.5832499275986005,-0.07593566797259925,-0.9664461145914492,-1.910836480358019,0.32824415825379255,-0.954812155304145,0.3192754284070479
0.24077081399609074,0.13407005858672336,-0.9849342792334362,-0.4084717082119565,-0.4672304825411492,-0.6423747047411771,-1.055835902670283,-0.05501448599882153,0.12869484618760735,-0.5203773467582432,-0.4150580569291681
-0.043215274306992735,-0.35201645924494457,1.1575375048014653,1.8980481770807078,-0.4962353438055121,0.11287734428359338,1.4470781635370629,0.7885409659826403,0.06217840883221426,0.4788227128973314,1.053608913743264
-0.8005115097818823,0.13407005858672336,-0.606851023227277,-0.520984873348184,-0.119172147368795,-0.07593566797259925,0.34460411056477963,-0.8142143927821466,-0.40343665265554923,-0.6507077893220135,-0.8556581481308987
-0.043215274306992735,-0.35201645924494457,1.1575375048014653,1.8980481770807078,-0.4962353438055121,0.11287734428359338,1.4470781635370629,0.7885409659826403,0.06217840883221426,0.4788227128973314,1.053608913743264
-1.8417938335598563,0.3467329101380784,-1.110962031235489,-0.6334980384844116,-0.23519159242624646,0.01847083815549706,0.16582453440711206,-2.163903115952523,1.5920564680062879,-0.7375947510311939,0.17240873133980525
0.24077081399609074,0.31635250277359905,0.7164403727942796,-0.6334980384844116,0.12736917337828918,-0.6423747047411771,-0.7280733463812258,0.45111878518999937,-0.5364695273663384,3.7805272578461855,-1.0025248451981414
1.2820531377740647,0.37711331750255767,0.023287736782988067,0.6041467780140912,1.0265198725735372,3.4171050587669645,2.7283317926670136,1.4633853275678286,-1.2016339009202812,0.8263705597340527,-0.8556581481308987
1.2820531377740647,0.37711331750255767,0.08630161278401464,0.6604033605822051,0.9395052887804489,3.3226985526388684,2.8177215807458476,1.4633853275678286,-1.135117463564888,1.0435879640070038,-0.8556581481308987
0.9034050200366194,-1.6887543832820318,2.417815024821996,-0.520984873348184,-0.19168430052970217,1.812194454589327,1.476874759563341,0.02934105919931529,-0.27040377794476006,0.2616053086243803,1.053608913743264
0.5247569022991743,0.012548429128806882,0.6534264967932535,-0.5772414559162978,3.81098655395237,0.01847083815549706,0.07643474632827826,-0.05501448599882153,-1.5342160876972555,2.5641097939176603,-0.7087914510636534
-0.13787730374135362,0.19483087331568194,-0.606851023227277,0.9416862734227741,-0.2786988843227908,-0.925594223125466,-0.7280733463812258,0.45111878518999937,0.2617277208983965,-0.8244817127403743,-1.149391542265384
0.3354328434304525,-1.445711124366198,2.102745644816863,-0.520984873348184,3.419420926883472,0.11287734428359338,0.07643474632827826,0.02934105919931529,-1.999831149185016,1.6952401768258567,-0.8556581481308987
1.2820531377740647,-2.0533192716557833,1.9137040168137835,-0.520984873348184,-0.40922076001242347,1.245755417820749,0.19562113043338997,-0.05501448599882153,0.32824415825379255,-0.6941512701766036,-0.5619247539964107
0.05144675512736814,-1.0203854212634882,0.8424681247963328,-0.2397019605076153,-0.3367086068515163,0.6793163810521713,0.5233836867224472,1.1259631467751876,1.1929578438739206,-0.17282949992152144,-0.12132466279468271
0.3354328434304525,-0.7773421623476543,0.21232936478606762,-0.6334980384844116,0.011349728320837705,-0.5479681986130808,-0.4897005781710024,-0.22372557639509516,-1.135117463564888,0.9567010022978234,-0.4150580569291681
0.9034050200366194,-0.4127772739739031,-0.4178093952241975,-0.2397019605076153,-0.3077037455871534,-0.6423747047411771,0.4041973026173355,-0.05501448599882153,-1.135117463564888,-0.6941512701766036,-0.5619247539964107
-0.6111874509131597,-0.9596246065345296,-0.22876776722111788,-0.1834453779395015,-0.293201314954972,0.4905033687959786,-0.4003107900921686,-0.05501448599882153,0.5943099076753708,-0.2597164616307019,-0.12132466279468271
-1.1791596275193275,-1.0203854212634882,-0.10274001521906491,-0.7460112036206392,-0.3657134681158792,-0.4535616924849845,-0.9068529225388934,-1.1516365735746938,-0.004338028523181792,-0.563820827612833,-0.7087914510636534
0.05144675512736814,-0.8988637918055714,0.4013709927891472,-0.520984873348184,-0.3657134681158792,-1.1144072353816588,-1.2644120748542285,-0.5611477571877361,-0.40343665265554923,-0.4334903850490628,-0.4150580569291681
0.3354328434304525,-0.7773421623476543,0.21232936478606762,-0.6334980384844116,0.011349728320837705,-0.5479681986130808,-0.4897005781710024,-0.22372557639509516,-1.135117463564888,0.9567010022978234,-0.4150580569291681
-0.42186339204443796,0.9239606500631842,-1.110962031235489,-0.46472829078007033,-0.3657134681158792,-0.17034217410069555,-0.5492937702235582,0.28240769479372574,0.8603756570969491,-0.6072643084674232,-0.5619247539964107
0.24077081399609074,0.5290153543249541,-1.110962031235489,-0.4084717082119565,-0.3367086068515163,-0.7367812108692734,-1.115429094722839,-0.39243666679146244,0.2617277208983965,-0.4334903850490628,0.025542034272562582
-0.8005115097818823,0.7112977985118298,-0.6698648992283035,-0.1834453779395015,-0.23519159242624646,0.11287734428359338,0.8511462430115044,-0.8985699379802834,0.06217840883221426,-0.6507077893220135,0.4661421254742906
-0.6111874509131597,0.7720586132407884,-1.110962031235489,-0.12718879537138766,-0.003152702311343729,0.584909874924075,-0.4897005781710024,-0.22372557639509516,0.793859219741553,-0.5203773467582432,1.2004756108105066
0.7140809611678977,0.5897761690539126,-0.35479551922317104,-0.2397019605076153,-0.3222061762193349,-0.07593566797259925,1.7748407198261202,-0.22372557639509516,-1.135117463564888,-0.12938601906693123,0.025542034272562582
-0.6111874509131597,0.2859720954091198,-0.35479551922317104,4.485850975213941,-0.4672304825411492,2.2842269852298087,0.8809428390377824,2.0538741439547863,0.72734278238616,-0.7375947510311939,-0.5619247539964107
-2.2204419512973006,-1.445711124366198,0.4643848687901737,-0.520984873348184,-0.032157563575706594,-0.2647486802287919,-0.1023448298293893,-0.9829254831784202,0.2617277208983965,-0.6072643084674232,-0.8556581481308987
0.24077081399609074,0.5290153543249541,-1.110962031235489,1.5605086816720255,-0.2786988843227908,-1.0200007292535624,-1.055835902670283,1.4633853275678286,0.39476059560918564,-0.6072643084674232,-0.2681913598619254
0.24077081399609074,0.2555916880446405,-0.22876776722111788,-0.1834453779395015,-0.2786988843227908,-1.208813741509755,-1.1452256907491167,0.5354743303882299,0.5277934703199748,-0.3900469041944726,1.4942090049449945
0.5247569022991743,-1.0811462359924469,0.6534264967932535,-0.3522151256438427,-0.568747496966419,-0.2647486802287919,-0.6982767503549479,-0.05501448599882153,-0.7360188394325206,0.17471834691519986,-0.12132466279468271
-1.7471318041254944,3.4759148686794417,-0.5438371472262505,-0.6897546210525254,0.9685101500448113,-0.8311877169973697,-1.026039306644005,-2.4169697515469335,1.0599249691631314,-0.9113686744495547,0.025542034272562582
-0.23253933317571535,-0.6558205328897371,1.1575375048014653,1.7855350119444806,-0.45272805190896775,-0.3591551863568882,1.000129223142894,0.7885409659826403,-0.07085446587857488,0.6091531554611016,1.053608913743264
-0.23253933317571535,-0.6558205328897371,1.1575375048014653,1.7855350119444806,-0.45272805190896775,-0.3591551863568882,1.000129223142894,0.7885409659826403,-0.07085446587857488,0.6091531554611016,1.053608913743264
1.1873911083397037,0.31635250277359905,0.7794542487953062,0.04158095233295354,-0.24969402305842792,0.11287734428359338,-0.221531213934501,0.6198298755863667,-0.5364695273663384,-0.7810382318857841,-0.7087914510636534
-0.043215274306992735,-0.4127772739739031,0.14931548878504122,-0.07093221280327384,3.288899051193839,-0.7367812108692734,-1.1750222867753948,-0.05501448599882153,-0.8690517141433097,0.9132575214432331,1.053608913743264
0.5247569022991743,0.620156576418392,0.27534324078709416,-0.2959585430757289,-0.5252402050698748,-0.6423747047411771,-0.9068529225388934,-0.05501448599882153,-0.27040377794476006,2.2165619470809386,0.7598755196087786
-0.7058494803475214,0.6809173911473505,-0.9849342792334362,-0.520984873348184,-0.8007863870813218,-1.0200007292535624,-1.2644120748542285,-0.5611477571877361,0.9268920944523422,-0.7375947510311939,-0.4150580569291681
-2.788414127903468,-0.23049482978702743,-0.1657538912200915,-0.3522151256438427,-0.7427766645525962,-0.7367812108692734,0.34460411056477963,-2.923103022735848,3.7205824633789115,-0.563820827612833,4.872143037491587
