fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.4242424242424244,0.5274725274725275,0.0,0.0736842105263158,0.08176100628930816,0.16326530612244894,0.16788321167883213,0.7457627118644155,0.5465116279069768,0.09090909090909094,0.09756097560975618
0.484848484848485,0.7252747252747254,0.0,0.14736842105263162,0.1509433962264151,0.4489795918367347,0.4087591240875912,0.5762711864406924,0.1860465116279073,0.19999999999999996,0.19512195121951237
0.484848484848485,0.5934065934065934,0.07142857142857142,0.11578947368421053,0.1320754716981132,0.2448979591836734,0.3138686131386861,0.6101694915254257,0.2558139534883721,0.17272727272727273,0.19512195121951237
1.0,0.06593406593406598,1.0,0.0736842105263158,0.07861635220125784,0.2857142857142857,0.3576642335766423,0.7796610169491771,0.13953488372093048,0.10909090909090902,0.19512195121951237
0.4242424242424244,0.5274725274725275,0.0,0.0736842105263158,0.08176100628930816,0.16326530612244894,0.16788321167883213,0.7457627118644155,0.5465116279069768,0.09090909090909094,0.09756097560975618
0.4242424242424244,0.4835164835164836,0.0,0.06315789473684214,0.07861635220125784,0.20408163265306117,0.21167883211678828,0.7457627118644155,0.5465116279069768,0.09090909090909094,0.09756097560975618
0.5000000000000001,0.41758241758241754,0.10714285714285714,0.04210526315789476,0.05974842767295599,0.2448979591836734,0.3503649635036496,0.5084745762711975,0.30232558139534893,0.0,0.09756097560975618
0.40909090909090906,0.4725274725274726,0.0,0.0,0.047169811320754707,0.2448979591836734,0.07299270072992702,0.2033898305084847,0.4069767441860468,0.009090909090909038,0.24390243902439046
0.484848484848485,0.39560439560439553,0.03571428571428571,0.08421052631578949,0.07232704402515722,0.12244897959183672,0.05109489051094891,0.5762711864406924,0.37209302325581417,0.09999999999999987,0.12195121951219523
0.43939393939393956,0.3076923076923077,0.6428571428571428,0.5157894736842105,0.06603773584905656,0.2857142857142857,0.6642335766423357,0.7457627118644155,0.36046511627906996,0.3090909090909091,0.36585365853658525
0.31818181818181823,0.39560439560439553,0.14285714285714285,0.06315789473684214,0.14779874213836477,0.2448979591836734,0.3941605839416058,0.423728813559336,0.2790697674418605,0.0727272727272727,0.04878048780487809
0.43939393939393956,0.3076923076923077,0.6428571428571428,0.5157894736842105,0.06603773584905656,0.2857142857142857,0.6642335766423357,0.7457627118644155,0.36046511627906996,0.3090909090909091,0.36585365853658525
0.1515151515151516,0.4340659340659341,0.0,0.04210526315789476,0.12264150943396221,0.26530612244897955,0.3503649635036496,0.15254237288135641,0.6279069767441863,0.05454545454545451,0.21951219512195141
0.484848484848485,0.4285714285714286,0.5178571428571428,0.04210526315789476,0.2012578616352201,0.12244897959183672,0.13138686131386862,0.6779661016949206,0.2558139534883721,1.0,0.024390243902439046
0.6515151515151517,0.43956043956043955,0.3214285714285714,0.27368421052631575,0.39622641509433953,0.9999999999999999,0.9781021897810218,0.8813559322034052,0.13953488372093048,0.3818181818181817,0.04878048780487809
0.6515151515151517,0.43956043956043955,0.33928571428571425,0.28421052631578947,0.37735849056603776,0.9795918367346937,1.0,0.8813559322034052,0.1511627906976747,0.42727272727272725,0.04878048780487809
0.5909090909090909,0.06593406593406598,1.0,0.06315789473684214,0.1320754716981132,0.6530612244897959,0.6715328467153284,0.593220338983059,0.30232558139534893,0.26363636363636356,0.36585365853658525
0.5303030303030304,0.37362637362637374,0.5,0.05263157894736842,1.0,0.26530612244897955,0.3284671532846715,0.5762711864406924,0.08139534883720945,0.7454545454545454,0.07317073170731714
0.4242424242424244,0.4065934065934066,0.14285714285714285,0.33684210526315794,0.11320754716981127,0.061224489795918366,0.13138686131386862,0.6779661016949206,0.3953488372093026,0.03636363636363632,0.0
0.5000000000000001,0.10989010989010989,0.9107142857142857,0.06315789473684214,0.9150943396226416,0.2857142857142857,0.3284671532846715,0.593220338983059,0.0,0.5636363636363636,0.04878048780487809
0.6515151515151517,0.0,0.8571428571428571,0.06315789473684214,0.08490566037735847,0.5306122448979592,0.3576642335766423,0.5762711864406924,0.4069767441860468,0.0636363636363636,0.09756097560975618
0.4545454545454547,0.18681318681318682,0.5535714285714285,0.11578947368421053,0.10062893081761007,0.4081632653061224,0.43795620437956206,0.8135593220339103,0.558139534883721,0.17272727272727273,0.17073170731707288
0.5000000000000001,0.23076923076923078,0.37499999999999994,0.04210526315789476,0.1761006289308176,0.14285714285714285,0.1897810218978102,0.5423728813559592,0.1511627906976747,0.40909090909090906,0.12195121951219523
0.5909090909090909,0.29670329670329676,0.19642857142857142,0.11578947368421053,0.1069182389937107,0.12244897959183672,0.4087591240875912,0.5762711864406924,0.1511627906976747,0.0636363636363636,0.09756097560975618
0.34848484848484873,0.19780219780219782,0.25,0.1263157894736842,0.11006289308176101,0.36734693877551017,0.21167883211678828,0.5762711864406924,0.4534883720930236,0.15454545454545454,0.17073170731707288
0.2575757575757577,0.18681318681318682,0.2857142857142857,0.02105263157894738,0.09433962264150944,0.16326530612244894,0.0875912408759124,0.3559322033898411,0.34883720930232576,0.09090909090909094,0.07317073170731714
0.4545454545454547,0.20879120879120877,0.42857142857142855,0.06315789473684214,0.09433962264150944,0.020408163265306117,0.0,0.4745762711864643,0.2790697674418605,0.11818181818181805,0.12195121951219523
0.5000000000000001,0.23076923076923078,0.37499999999999994,0.04210526315789476,0.1761006289308176,0.14285714285714285,0.1897810218978102,0.5423728813559592,0.1511627906976747,0.40909090909090906,0.12195121951219523
0.3787878787878788,0.5384615384615384,0.0,0.0736842105263158,0.09433962264150944,0.22448979591836732,0.17518248175182477,0.6440677966101873,0.5,0.08181818181818179,0.09756097560975618
0.484848484848485,0.46703296703296704,0.0,0.08421052631578949,0.10062893081761007,0.1020408163265306,0.0364963503649635,0.5084745762711975,0.3953488372093026,0.11818181818181805,0.19512195121951237
0.31818181818181823,0.5000000000000001,0.125,0.1263157894736842,0.12264150943396221,0.2857142857142857,0.5182481751824817,0.4067796610169694,0.36046511627906996,0.0727272727272727,0.26829268292682906
0.34848484848484873,0.5109890109890111,0.0,0.1368421052631579,0.17295597484276728,0.38775510204081626,0.1897810218978102,0.5423728813559592,0.4883720930232558,0.09999999999999987,0.3902439024390243
0.5606060606060609,0.4780219780219781,0.21428571428571427,0.11578947368421053,0.10377358490566038,0.2448979591836734,0.7445255474452555,0.5423728813559592,0.1511627906976747,0.18181818181818177,0.19512195121951237
0.34848484848484873,0.42307692307692313,0.21428571428571427,1.0,0.07232704402515722,0.7551020408163265,0.5255474452554744,1.0,0.4767441860465116,0.05454545454545451,0.09756097560975618
0.09090909090909105,0.10989010989010989,0.4464285714285714,0.06315789473684214,0.16666666666666666,0.20408163265306117,0.2846715328467153,0.38983050847460277,0.3953488372093026,0.08181818181818179,0.04878048780487809
0.484848484848485,0.46703296703296704,0.0,0.4526315789473685,0.11320754716981127,0.040816326530612235,0.05109489051094891,0.8813559322034052,0.41860465116279055,0.08181818181818179,0.14634146341463428
0.484848484848485,0.41758241758241754,0.25,0.1263157894736842,0.11320754716981127,0.0,0.029197080291970795,0.6949152542373156,0.44186046511627897,0.1272727272727272,0.43902439024390283
0.5303030303030304,0.1758241758241758,0.5,0.09473684210526317,0.05031446540880502,0.20408163265306117,0.1386861313868613,0.5762711864406924,0.22093023255813948,0.24545454545454537,0.17073170731707288
0.16666666666666674,1.0,0.1607142857142857,0.03157894736842107,0.3836477987421383,0.08163265306122448,0.058394160583941604,0.10169491525425656,0.5348837209302326,0.018181818181818132,0.19512195121951237
0.40909090909090906,0.2527472527472528,0.6428571428571428,0.49473684210526325,0.07547169811320753,0.18367346938775508,0.5547445255474452,0.7457627118644155,0.33720930232558155,0.3363636363636363,0.36585365853658525
0.40909090909090906,0.2527472527472528,0.6428571428571428,0.49473684210526325,0.07547169811320753,0.18367346938775508,0.5547445255474452,0.7457627118644155,0.33720930232558155,0.3363636363636363,0.36585365853658525
